"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3S53VN7I","journalArticle","2012","Horst, Nicole K.; Laubach, Mark","Working with memory: evidence for a role for the medial prefrontal cortex in performance monitoring during spatial delayed alternation","Journal of Neurophysiology","","1522-1598","10.1152/jn.01192.2011","","Neuronal spike activity was recorded in the medial prefrontal cortex (mPFC) as rats performed an operant spatial delayed alternation task. The sensitivities of neurons to choice, outcome, and temporal information-related aspects of the task were examined. About one-third of neurons were sensitive to the location of delayed responding while animals were at one of two spatially distinct response ports. However, many fewer neurons (<10%) maintained choice information over the delay, each exhibiting persistent differences in firing rates for only a portion of the delay. Another third of cells encoded information about behavioral outcomes, and some of these neurons (>20% of all cells) fired at distinct rates in advance of correct and incorrect responses (i.e., prospective encoding of outcome). Other cells were sensitive to reward-related feedback stimuli (>20%), the outcome of the preceding trial (retrospective encoding, 5-10%), and/or the time since a trial was last performed (10-20%). An anatomical analysis of the recording sites found that cells that were sensitive to choice, temporal, and outcome information were commingled within the middle layers of the mPFC. Together, our results suggest that spatial processing is only part of what drives mPFC neurons to become active during spatial working memory tasks. We propose that the primary role of mPFC in these tasks is to monitor behavioral performance by encoding information about recent trial outcomes to guide expectations and responses on the current trial. By encoding these variables, the mPFC is able to exert control over action and ensure that tasks are performed effectively and efficiently.","2012-12","2018-07-06 13:20:59","2018-07-06 13:20:59","","3276-3288","","12","108","","J. Neurophysiol.","Working with memory","","","","","","","eng","","","","","PubMed","","PMID: 23019007 PMCID: PMC3544883","","","http://www.ncbi.nlm.nih.gov/pubmed/23019007","","Animals; Choice Behavior; Male; Memory, Short-Term; Prefrontal Cortex; Psychomotor Performance; Rats; Rats, Inbred BN; Rats, Long-Evans; Reward; Spatial Behavior; Time Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UG5H9YL3","journalArticle","2012","Caetano, Marcelo S.; Horst, Nicole K.; Harenberg, Linda; Liu, Benjamine; Arnsten, Amy F. T.; Laubach, Mark","Lost in transition: aging-related changes in executive control by the medial prefrontal cortex","The Journal of Neuroscience: The Official Journal of the Society for Neuroscience","","1529-2401","10.1523/JNEUROSCI.6011-11.2012","","Neural correlates of aging in the medial prefrontal cortex (mPFC) were studied using an operant delayed response task. The task used blocks of trials with memory-guided (delayed alternation) and visually-guided (stimulus-response) responding. Older rats (24 months) performed at a slow pace compared with younger rats (6 months). They wasted time engaged in nonessential behaviors (e.g., licking on spouts beyond the period of reward delivery) and were slow to respond at the end of the delay period. Aged mPFC neurons showed normal spatial processing. They differed from neurons in younger rats by having reduced modulations by imperative stimuli indicating reward availability and reduced activity associated with response latencies for reward collection. Older rats showed reduced sensitivity to imperative stimuli at three levels of neural activity: reduced fractions of neurons with changes in firing rate around the stimulus, reduced correlation over neurons at the time of the stimulus as measured with analysis of population activity, and reduced amplitudes of event-related fluctuations in intracortical field potentials at the time of the imperative stimulus. Our findings suggest that aging alters the encoding of time-sensitive information and impairs the ability of prefrontal networks to keep subjects ""on task.""","2012-03-14","2018-07-06 13:21:00","2018-07-06 13:21:00","","3765-3777","","11","32","","J. Neurosci.","Lost in transition","","","","","","","eng","","","","","PubMed","","PMID: 22423097 PMCID: PMC3328309","","","http://www.ncbi.nlm.nih.gov/pubmed/22423097","","Aging; Animals; Conditioning, Operant; Executive Function; Male; Photic Stimulation; Prefrontal Cortex; Psychomotor Performance; Random Allocation; Rats; Rats, Inbred BN; Reaction Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5NSD8PP","journalArticle","2012","Horst, Nicole K.; Heath, Christopher J.; Neugebauer, Nichole M.; Kimchi, Eyal Y.; Laubach, Mark; Picciotto, Marina R.","Impaired auditory discrimination learning following perinatal nicotine exposure or β2 nicotinic acetylcholine receptor subunit deletion","Behavioural Brain Research","","1872-7549","10.1016/j.bbr.2012.03.002","","Maternal smoking during pregnancy can impair performance of the exposed offspring in tasks that require auditory stimulus processing and perception; however, the tobacco component(s) responsible for these effects and the underlying neurobiological mechanisms remain uncertain. In this study, we show that administration of nicotine during mouse perinatal development can impair performance in an auditory discrimination paradigm when the exposed animals are mature. This suggests that nicotine disrupts auditory pathways via nicotinic acetylcholine receptors (nAChRs) that are expressed at an early stage of development. We have also determined that mice which lack nAChRs containing the β2 subunit (β2* nAChRs) exhibit similarly compromised performance in this task, suggesting that β2* nAChRs are necessary for normal auditory discrimination or that β2* nAChRs play a critical role in development of the circuitry required for task performance. In contrast, no effect of perinatal nicotine exposure or β2 subunit knockout was found on the acquisition and performance of a differential reinforcement of low rate task. This suggests that the auditory discrimination impairments are not a consequence of a general deficit in learning and memory, but may be the result of compromised auditory stimulus processing in the nicotine-exposed and knockout animals.","2012-05-16","2018-07-06 13:21:01","2018-07-06 13:21:01","","170-180","","1","231","","Behav. Brain Res.","","","","","","","","eng","","","","","PubMed","","PMID: 22433585 PMCID: PMC3334440","","","http://www.ncbi.nlm.nih.gov/pubmed/22433585","","Acoustic Stimulation; Animals; Animals, Newborn; Auditory Pathways; Auditory Perception; Discrimination Learning; Female; Male; Mice; Mice, Knockout; Nicotine; Nicotinic Agonists; Pregnancy; Receptors, Nicotinic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNSD8IN7","journalArticle","2004","Laubach, Mark","Wavelet-based processing of neuronal spike trains prior to discriminant analysis","Journal of Neuroscience Methods","","0165-0270","10.1016/j.jneumeth.2003.11.007","","Investigations of neural coding in many brain systems have focused on the role of spike rate and timing as two means of encoding information within a spike train. Recently, statistical pattern recognition methods, such as linear discriminant analysis (LDA), have emerged as a standard approach for examining neural codes. These methods work well when data sets are over-determined (i.e., there are more observations than predictor variables). But this is not always the case in many experimental data sets. One way to reduce the number of predictor variables is to preprocess data prior to classification. Here, a wavelet-based method is described for preprocessing spike trains. The method is based on the discriminant pursuit (DP) algorithm of Buckheit and Donoho [Proc. SPIE 2569 (1995) 540-51]. DP extracts a reduced set of features that are well localized in the time and frequency domains and that can be subsequently analyzed with statistical classifiers. DP is illustrated using neuronal spike trains recorded in the motor cortex of an awake, behaving rat [Laubach et al. Nature 405 (2000) 567-71]. In addition, simulated spike trains that differed only in the timing of spikes are used to show that DP outperforms another method for preprocessing spike trains, principal component analysis (PCA) [Richmond and Optican J. Neurophysiol. 57 (1987) 147-61].","2004-04-30","2018-07-06 13:21:02","2018-07-06 13:21:02","","159-168","","2","134","","J. Neurosci. Methods","","","","","","","","eng","","","","","PubMed","","PMID: 15003382","","","http://www.ncbi.nlm.nih.gov/pubmed/15003382","","Action Potentials; Algorithms; Animals; Computer Simulation; Discriminant Analysis; Electrophysiology; Male; Models, Neurological; Motor Cortex; Neurons; Pattern Recognition, Automated; Principal Component Analysis; Rats; Rats, Long-Evans; Signal Processing, Computer-Assisted; Time Factors; Wakefulness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ND7RG3SX","journalArticle","2010","Smith, Nathaniel J.; Horst, Nicole K.; Liu, Benjamine; Caetano, Marcelo S.; Laubach, Mark","Reversible Inactivation of Rat Premotor Cortex Impairs Temporal Preparation, but not Inhibitory Control, During Simple Reaction-Time Performance","Frontiers in Integrative Neuroscience","","1662-5145","10.3389/fnint.2010.00124","","Previous studies by our lab and others have established a role for medial areas of the prefrontal cortex (mPFC) in the top-down control of action during simple reaction-time (RT) tasks. However, the neural circuits that allow mPFC to influence activity in the motor system have remained unclear. In the present study, we used a combination of tract-tracing and reversible inactivation methods to examine the role of a motor-related area in the rat frontal cortex, called the rostral forelimb area (RFA), in the top-down control of action. Neural tracing studies involved used electrical microstimulation to identify RFA and injections of biotinylated dextran amines (BDA) to map out connections of RFA with other parts of the frontal cortex. Connections were found between RFA and mPFC, the agranular insular cortex, and the primary motor cortex. Reversible inactivations using muscimol infusions into RFA increased response times and eliminated delay-dependent speeding, but did not increase premature responding. These results are markedly different from what is obtained when muscimol is infused into mPFC, which leads to excessive premature responding and a reduction of RTs to stimuli at short delays (Narayanan et al., 2006). We also tested animals during the RT task after inactivating the agranular insular cortex, which contains neurons that projects to and receives from RFA and mPFC, and found no effects on RT performance. Together, these studies suggest that RFA is a premotor region in the rat frontal cortex that competes with mPFC to control action selection. We suggest that RFA controls the threshold that is used to initiate responding and generates prepotent excitation over responding that is crucial for temporal preparation.","2010","2018-07-06 13:21:03","2018-07-06 13:21:03","","124","","","4","","Front Integr Neurosci","","","","","","","","eng","","","","","PubMed","","PMID: 21031033 PMCID: PMC2965050","","","http://www.ncbi.nlm.nih.gov/pubmed/21031033","","executive control; frontal cortex; muscimol; reaction time; sensorimotor; tract tracing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTLXGCSI","journalArticle","2009","Smith, Nathaniel J.; Narayanan, Nandakumar S.; Laubach, Mark","Past performance is indicative of future returns","Neuron","","1097-4199","10.1016/j.neuron.2009.07.007","","Neuronal activity observed in response to trial outcome is hypothesized to drive learning and performance adjustment. The study by Histed et al. in this issue of Neuron observes persistent outcome-related neuronal activity lasting until the subsequent trial in both prefrontal cortex and the caudate nucleus which is correlated with behavioral adjustment.","2009-07-30","2018-07-06 13:21:04","2018-07-06 13:21:04","","146-148","","2","63","","Neuron","","","","","","","","eng","","","","","PubMed","","PMID: 19640473","","","http://www.ncbi.nlm.nih.gov/pubmed/19640473","","Animals; Association Learning; Caudate Nucleus; Electrodes, Implanted; Eye Movements; Haplorhini; Neurons; Prefrontal Cortex; Reaction Time; Reward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3L95MBUV","journalArticle","2010","Sears, Robert M.; Liu, Rong-Jian; Narayanan, Nandakumar S.; Sharf, Ruth; Yeckel, Mark F.; Laubach, Mark; Aghajanian, George K.; DiLeone, Ralph J.","Regulation of nucleus accumbens activity by the hypothalamic neuropeptide melanin-concentrating hormone","The Journal of Neuroscience: The Official Journal of the Society for Neuroscience","","1529-2401","10.1523/JNEUROSCI.5858-09.2010","","The lateral hypothalamus and the nucleus accumbens shell (AcbSh) are brain regions important for food intake. The AcbSh contains high levels of receptor for melanin-concentrating hormone (MCH), a lateral hypothalamic peptide critical for feeding and metabolism. MCH receptor (MCHR1) activation in the AcbSh increases food intake, while AcbSh MCHR1 blockade reduces feeding. Here biochemical and cellular mechanisms of MCH action in the rodent AcbSh are described. A reduction of phosphorylation of GluR1 at serine 845 (pSer(845)) is shown to occur after both pharmacological and genetic manipulations of MCHR1 activity. These changes depend upon signaling through G(i/o), and result in decreased surface expression of GluR1-containing AMPA receptors (AMPARs). Electrophysiological analysis of medium spiny neurons (MSNs) in the AcbSh revealed decreased amplitude of AMPAR-mediated synaptic events (mEPSCs) with MCH treatment. In addition, MCH suppressed action potential firing MSNs through K(+) channel activation. Finally, in vivo recordings confirmed that MCH reduces neuronal cell firing in the AcbSh in freely moving animals. The ability of MCH to reduce cell firing in the AcbSh is consistent with a general model from other pharmacological and electrophysiological studies whereby reduced AcbSh neuronal firing leads to food intake. The current work integrates the hypothalamus into this model, providing biochemical and cellular mechanisms whereby metabolic and limbic signals converge to regulate food intake.","2010-06-16","2018-07-06 13:21:05","2018-07-06 13:21:05","","8263-8273","","24","30","","J. Neurosci.","","","","","","","","eng","","","","","PubMed","","PMID: 20554878 PMCID: PMC2907886","","","http://www.ncbi.nlm.nih.gov/pubmed/20554878","","Action Potentials; Animals; Barium Compounds; Biotin; Chlorides; Dopamine and cAMP-Regulated Phosphoprotein 32; Dose-Response Relationship, Drug; Enzyme Inhibitors; Excitatory Postsynaptic Potentials; Gene Expression Regulation; Hypothalamic Hormones; Hypothalamus; In Vitro Techniques; Male; Melanins; Mice; Mice, Transgenic; Neural Pathways; Neurons; Nucleus Accumbens; Patch-Clamp Techniques; Pituitary Hormones; Potassium Channel Blockers; Rats; Rats, Long-Evans; Rats, Wistar; Receptors, AMPA; Serine; Signal Transduction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5QS4MMX","journalArticle","2009","Kimchi, Eyal Yaacov; Laubach, Mark","Dynamic encoding of action selection by the medial striatum","The Journal of Neuroscience: The Official Journal of the Society for Neuroscience","","1529-2401","10.1523/JNEUROSCI.5206-08.2009","","Successful foragers respond flexibly to environmental stimuli. Behavioral flexibility depends on a number of brain areas that send convergent projections to the medial striatum, such as the medial prefrontal cortex, orbital frontal cortex, and amygdala. Here, we tested the hypothesis that neurons in the medial striatum are involved in flexible action selection, by representing changes in stimulus-reward contingencies. Using a novel Go/No-go reaction-time task, we changed the reward value of individual stimuli within single experimental sessions. We simultaneously recorded neuronal activity in the medial and ventral parts of the striatum of rats. The rats modified their actions in the task after the changes in stimulus-reward contingencies. This was preceded by dynamic modulations of spike activity in the medial, but not the ventral, striatum. Our results suggest that the medial striatum biases animals to collect rewards to potentially valuable stimuli and can rapidly influence flexible behavior.","2009-03-11","2018-07-06 13:21:05","2018-07-06 13:21:05","","3148-3159","","10","29","","J. Neurosci.","","","","","","","","eng","","","","","PubMed","","PMID: 19279252 PMCID: PMC3415331","","","http://www.ncbi.nlm.nih.gov/pubmed/19279252","","Animals; Basal Ganglia; Conditioning, Operant; Corpus Striatum; Discrimination Learning; Male; Neural Pathways; Psychomotor Performance; Rats; Rats, Long-Evans; Reaction Time; Reward","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFLPMCGX","journalArticle","2009","Kimchi, Eyal Y.; Torregrossa, Mary M.; Taylor, Jane R.; Laubach, Mark","Neuronal correlates of instrumental learning in the dorsal striatum","Journal of Neurophysiology","","0022-3077","10.1152/jn.00262.2009","","We recorded neuronal activity simultaneously in the medial and lateral regions of the dorsal striatum as rats learned an operant task. The task involved making head entries into a response port followed by movements to collect rewards at an adjacent reward port. The availability of sucrose reward was signaled by an acoustic stimulus. During training, animals showed increased rates of responding and came to move rapidly and selectively, following the stimulus, from the response port to the reward port. Behavioral ""devaluation"" studies, pairing sucrose with lithium chloride, established that entries into the response port were habitual (insensitive to devaluation of sucrose) from early in training and entries into the reward port remained goal-directed (sensitive to devaluation) throughout training. Learning-related changes in behavior were paralleled by changes in neuronal activity in the dorsal striatum, with an increasing number of neurons showing task-related firing over the training period. Throughout training, we observed more task-related neurons in the lateral striatum compared with those in the medial striatum. Many of these neurons fired at higher rates during initiation of movements in the presence of the stimulus, compared with similar movements in the absence of the stimulus. Learning was also accompanied by progressive increases in movement-related potentials and transiently increased theta-band oscillations (5-8 Hz) in simultaneously recorded field potentials. Together, these data suggest that representations of task-relevant stimuli and movements develop in the dorsal striatum during instrumental learning.","2009-07","2018-07-06 13:21:06","2018-07-06 13:21:06","","475-489","","1","102","","J. Neurophysiol.","","","","","","","","eng","","","","","PubMed","","PMID: 19439679 PMCID: PMC2712266","","","http://www.ncbi.nlm.nih.gov/pubmed/19439679","","Action Potentials; Analysis of Variance; Animals; Behavior, Animal; Conditioning, Operant; Corpus Striatum; Electrodes; Extinction, Psychological; Male; Movement; Neurons; Rats; Rats, Sprague-Dawley; Reaction Time; Reward; Statistics as Topic; Sucrose; Sweetening Agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8884XIB","journalArticle","2009","Narayanan, Nandakumar S.; Laubach, Mark","Methods for studying functional interactions among neuronal populations","Methods in Molecular Biology (Clifton, N.J.)","","1064-3745","10.1007/978-1-59745-543-5_7","","How do populations of neurons work together to control behavior? To study this issue, our group simultaneously records from populations of neurons across multiple electrodes in multiple brain regions during operant behavior. Here, we describe methods for quantifying the relationship between neuronal population activity and performance of operant behavioral tasks. We describe statistical techniques, based on time- and trial-shuffling, that can establish the significance of correlations between multiple and simultaneously recorded spike trains. Then, we describe several approaches to studying functional interactions between neurons, including principal component analysis, cross-correlation analysis, analyses of rate correlations, and analyses of shared predictive information. Finally, we compare these techniques using a sample data set and discuss how the combined use of these techniques can lead to novel insights regarding neuronal interactions during behavior.","2009","2018-07-06 13:21:07","2018-07-06 13:21:07","","135-165","","","489","","Methods Mol. Biol.","","","","","","","","eng","","","","","PubMed","","PMID: 18839091 PMCID: PMC3856913","","","http://www.ncbi.nlm.nih.gov/pubmed/18839091","","Action Potentials; Animals; Brain; Neurons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7R5ZQI9M","journalArticle","2009","Narayanan, Nandakumar S.; Laubach, Mark","Delay activity in rodent frontal cortex during a simple reaction time task","Journal of Neurophysiology","","0022-3077","10.1152/jn.90615.2008","","To understand how different parts of the frontal cortex control the timing of action, we characterized the firing patterns of single neurons in two areas of rodent frontal cortex-dorsomedial prefrontal cortex (dmPFC) and motor cortex-during a simple reaction time task. Principal component analysis was used to identify major patterns of delay-related activity in frontal cortex: ramping activity and sustained delay activity. These patterns were similar in dmPFC and motor cortex and did not change as animals learned to respond at novel delays. Many neurons in both areas were modulated early in the delay period. Other neurons were modulated in a persistent manner over the duration of the delay period. Delay-related modulations started earlier in motor cortex than in dmPFC and terminated around different task events (at the time of release in dmPFC, just before release of the lever in motor cortex). A subpopulation of neurons was found in dmPFC, but not motor cortex, that fired in response to the trigger stimulus. These results suggest that populations of neurons in rodent frontal cortex are coordinated during delay periods to enable proactive inhibitory control of action.","2009-06","2018-07-06 13:21:08","2018-07-06 13:21:08","","2859-2871","","6","101","","J. Neurophysiol.","","","","","","","","eng","","","","","PubMed","","PMID: 19339463 PMCID: PMC4280159","","","http://www.ncbi.nlm.nih.gov/pubmed/19339463","","Action Potentials; Animals; Brain Mapping; Conditioning, Operant; Electrodes; Male; Models, Neurological; Motor Cortex; Neurons; Prefrontal Cortex; Principal Component Analysis; Psychomotor Performance; Rats; Rats, Long-Evans; Reaction Time; Time Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CBWBB6W","journalArticle","2009","Kimchi, Eyal Y.; Laubach, Mark","The dorsomedial striatum reflects response bias during learning","The Journal of Neuroscience: The Official Journal of the Society for Neuroscience","","1529-2401","10.1523/JNEUROSCI.4060-09.2009","","Previous studies have established that neurons in the dorsomedial striatum track the behavioral significance of external stimuli, are sensitive to contingencies between actions and outcomes, and show rapid flexibility in representing task-related information. Here, we describe how neural activity in the dorsomedial striatum changes during the initial acquisition of a Go/NoGo task and during an initial reversal of stimulus-response contingencies. Rats made nosepoke responses over delay periods and then received one of two acoustic stimuli. Liquid rewards were delivered after one stimulus (S+) if the rats made a Go response (entering a reward port on the opposite wall of the chamber). If a Go response was made to other stimulus (S-), rats experienced a timeout. On 10% of trials, no stimulus was presented. These trials were used to assess response bias, the animals' tendency to collect reward independent of the stimulus. Response bias increased during the reversal, corresponding to the animals' uncertainty about the stimulus-response contingencies. Most task-modulated neurons fired during the response at the end of the delay period. The fraction of response-modulated neurons was correlated with response bias and neural activity was sensitive to the behavioral response made on the previous trial. During initial task acquisition and initial reversal learning, there was a remarkable change in the percentages of neurons that fired in relation to the task events, especially during withdrawal from the nosepoke aperture. These results suggest that changes in task-related activity in the dorsomedial striatum during learning are driven by the animal's bias to collect rewards.","2009-11-25","2018-07-06 13:21:09","2018-07-06 13:21:09","","14891-14902","","47","29","","J. Neurosci.","","","","","","","","eng","","","","","PubMed","","PMID: 19940185","","","http://www.ncbi.nlm.nih.gov/pubmed/19940185","","Acoustic Stimulation; Action Potentials; Animals; Behavior, Animal; Bias; Cognition; Conditioning (Psychology); Decision Making; Learning; Male; Neostriatum; Neurons; Neuropsychological Tests; Psychomotor Performance; Rats; Rats, Long-Evans; Reaction Time; Reward; Time Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVH78LXI","journalArticle","2008","Narayanan, Nandakumar S.; Laubach, Mark","Neuronal correlates of post-error slowing in the rat dorsomedial prefrontal cortex","Journal of Neurophysiology","","0022-3077","10.1152/jn.00035.2008","","Rats with impaired function in dorsomedial regions of the prefrontal cortex (dmPFC) are unable to maintain a behavioral response over a delay period. Here we report that neurons in this cortical region are prominently modulated after errors in a tone-cued, simple reaction time task and that inactivation of dmPFC attenuates a slowing of reaction times that is observed following errors. Using methods for chronic single-unit recording, we found that approximately one-third of dmPFC neurons were modulated after errors, and 28% of these neurons had increased posterror firing that persisted into the delay period of the following trial. In contrast to dmPFC, no such neurons were found in motor cortex. Our results implicate the dorsomedial prefrontal cortex in a form of retrospective working memory that improves task performance following errors.","2008-07","2018-07-06 13:21:10","2018-07-06 13:21:10","","520-525","","1","100","","J. Neurophysiol.","","","","","","","","eng","","","","","PubMed","","PMID: 18480374 PMCID: PMC2493486","","","http://www.ncbi.nlm.nih.gov/pubmed/18480374","","Acoustic Stimulation; Action Potentials; Analysis of Variance; Animals; Behavior, Animal; Conditioning, Operant; Cues; Male; Memory, Short-Term; Motor Cortex; Neurons; Prefrontal Cortex; Psychomotor Performance; Rats; Rats, Long-Evans; Reaction Time; Time Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VF4KSIM","journalArticle","2006","Narayanan, Nandakumar S.; Laubach, Mark","Top-down control of motor cortex ensembles by dorsomedial prefrontal cortex","Neuron","","0896-6273","10.1016/j.neuron.2006.10.021","","Dorsomedial prefrontal cortex is critical for the temporal control of behavior. Dorsomedial prefrontal cortex might alter neuronal activity in areas such as motor cortex to inhibit temporally inappropriate responses. We tested this hypothesis by recording from neuronal ensembles in rodent dorsomedial prefrontal cortex during a delayed-response task. One-third of dorsomedial prefrontal neurons were significantly modulated during the delay period. The activity of many of these neurons was predictive of premature responding. We then reversibly inactivated dorsomedial prefrontal cortex while recording ensemble activity in motor cortex. Inactivation of dorsomedial prefrontal cortex reduced delay-related firing, but not response-related firing, in motor cortex. Finally, we made simultaneous recordings in dorsomedial prefrontal cortex and motor cortex and found strong delay-related temporal correlations between neurons in the two cortical areas. These data suggest that functional interactions between dorsomedial prefrontal cortex and motor cortex might serve as a top-down control signal that inhibits inappropriate responding.","2006-12-07","2018-07-06 13:21:11","2018-07-06 13:21:11","","921-931","","5","52","","Neuron","","","","","","","","eng","","","","","PubMed","","PMID: 17145511 PMCID: PMC3995137","","","http://www.ncbi.nlm.nih.gov/pubmed/17145511","","Animals; Behavior, Animal; Electrophysiology; Male; Motor Cortex; Neurons; Patch-Clamp Techniques; Prefrontal Cortex; Psychomotor Performance; Rats; Rats, Long-Evans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYVAMT8T","journalArticle","2006","Narayanan, N. S.; Horst, N. K.; Laubach, Mark","Reversible inactivations of rat medial prefrontal cortex impair the ability to wait for a stimulus","Neuroscience","","0306-4522","10.1016/j.neuroscience.2005.11.072","","In simple reaction time tasks, lesions of rat dorsomedial prefrontal cortex impair the ability to wait for trigger stimuli and result in increased premature responding. This effect could be due to impairments in attending to trigger stimuli, estimating the timing of trigger stimuli, or inhibitory control of the motor response. Here, we examined these issues by reversibly inactivating dorsomedial prefrontal cortex during simple reaction time tasks with variable or fixed foreperiods. There were three consistent effects of dorsomedial prefrontal cortex inactivation: 1) increased premature responding, 2) increased variability in the timing of premature responses, and 3) speeded response latencies, especially on trials with short foreperiods in tasks with variable foreperiods. We observed these effects independent of differences in foreperiod duration, foreperiod variability, and stimulus probabilities. Therefore, dorsomedial prefrontal cortex appears not to be involved in attending to the trigger stimulus or in time estimation. Instead, we suggest that dorsomedial prefrontal cortex is critical for inhibiting responses before the maximum foreperiod duration, i.e. the ""deadline"" [Ollman RT, Billington MJ (1972) The deadline model for simple reaction times. Cognit Psychol 3:311-336], after which the rat should respond even if the trigger stimulus has not occurred.","2006","2018-07-06 13:21:12","2018-07-06 13:21:12","","865-876","","3","139","","Neuroscience","","","","","","","","eng","","","","","PubMed","","PMID: 16500029","","","http://www.ncbi.nlm.nih.gov/pubmed/16500029","","Animals; Attention; GABA Agonists; Learning; Muscimol; Prefrontal Cortex; Rats; Reaction Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHDSUKKD","journalArticle","2008","Allen, Timothy A.; Narayanan, Nandakumar S.; Kholodar-Smith, Dianna B.; Zhao, Yanjun; Laubach, Mark; Brown, Thomas H.","Imaging the spread of reversible brain inactivations using fluorescent muscimol","Journal of Neuroscience Methods","","0165-0270","10.1016/j.jneumeth.2008.01.033","","Muscimol is a GABA A-agonist that causes rapid and reversible suppression of neurophysiological activity. Interpretations of the effects of muscimol infusions into the brain have been limited because of uncertainty about spread of the drug around the injection site. To solve this problem, the present study explored the use of a fluorophore-conjugated muscimol molecule (FCM). Whole-cell recordings from horizontal brain slices demonstrated that bath-applied FCM acts like muscimol in reversibly suppressing excitatory synaptic transmission. Two types of in vivo experiments demonstrated that the behavioral effects of FCM infusion are similar to the behavioral effects of muscimol infusion. FCM infusion into the rat amygdala before fear conditioning impaired both cued and contextual freezing, which were tested 24 or 48 h later. Normal fear conditioning occurred when these same rats were subsequently given phosphate-buffered saline infusions. FCM infusion into the dorsomedial prefrontal cortex impaired accuracy during a delayed-response task. Histological analysis showed that the region of fluorescence was restricted to 0.5-1mm from the injection site. Myelinated fiber tracts acted as diffusional barriers, thereby shaping the overall spread of fluorescence. The results suggest that FCM is indeed useful for exploring the function of small brain regions.","2008-06-15","2018-07-06 13:21:13","2018-07-06 13:21:13","","30-38","","1","171","","J. Neurosci. Methods","","","","","","","","eng","","","","","PubMed","","PMID: 18377997 PMCID: PMC2440580","","","http://www.ncbi.nlm.nih.gov/pubmed/18377997","","Animals; Animals, Newborn; Behavior, Animal; Brain; Brain Mapping; Conditioning (Psychology); Diagnostic Imaging; Excitatory Postsynaptic Potentials; Fear; Fluorescent Dyes; GABA Agonists; In Vitro Techniques; Male; Muscimol; Neural Inhibition; Patch-Clamp Techniques; Rats; Rats, Sprague-Dawley; Reaction Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
